index,store_ID_x,store_ID_y,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
192451,103,103,7,02/06/2013,0,0,0,0,0,0
361176,502,502,5,08/05/2015,1643,1,1,0,0,12020
341130,768,768,3,13/02/2013,1177,1,0,0,0,9300
227130,663,663,3,03/04/2013,507,1,0,0,1,3104
317253,101,101,6,21/06/2014,724,1,0,0,0,6194
49775,424,424,6,15/11/2014,863,1,0,0,0,7388
81514,1096,1096,6,11/10/2014,587,1,0,0,0,4484
34208,191,191,1,28/10/2013,728,1,0,0,1,6352
709858,275,275,5,03/01/2014,774,1,0,0,1,7218
555349,656,656,7,31/08/2014,0,0,0,0,1,0
118162,363,363,3,24/07/2013,710,1,0,0,1,4738
427616,66,66,3,13/08/2014,421,1,0,0,1,4987
571810,675,675,5,20/03/2015,389,1,1,0,0,3750
622772,112,112,3,10/06/2015,719,1,0,0,0,5616
184102,424,424,1,04/08/2014,921,1,1,0,1,8862
311265,18,18,7,28/07/2013,0,0,0,0,0,0
308555,709,709,2,28/04/2015,1632,1,1,0,0,13679
184192,895,895,2,26/11/2013,828,1,0,0,0,8420
340363,459,459,1,24/11/2014,1466,1,1,0,0,13531
553848,304,304,6,29/03/2014,885,1,0,0,0,5501
697419,9,9,7,06/04/2014,0,0,0,0,0,0
362980,28,28,6,23/08/2014,0,0,0,0,0,0
682080,325,325,2,26/08/2014,491,1,0,0,0,4520
209503,901,901,4,02/10/2014,778,1,1,0,0,8340
282833,479,479,1,04/02/2013,1527,1,1,0,1,14680
211737,181,181,5,02/05/2014,978,1,1,0,0,10470
287233,532,532,5,19/04/2013,1123,1,0,0,0,8663
46657,611,611,5,30/08/2013,486,1,1,0,1,4750
70678,374,374,1,13/04/2015,1108,1,1,0,0,10740
368532,940,940,5,12/06/2015,710,1,0,0,0,6808
624905,1110,1110,1,02/12/2013,808,1,1,0,0,8146
19124,1012,1012,5,08/05/2015,539,1,1,0,0,6187
7492,175,175,6,28/12/2013,753,1,0,0,0,6313
129827,438,438,3,30/07/2014,542,1,1,0,1,5911
115831,71,71,1,09/02/2015,679,1,0,0,0,7574
125393,183,183,7,27/10/2013,0,0,0,0,0,0
459149,970,970,6,08/06/2013,185,1,0,0,0,1766
347056,763,763,1,09/06/2014,0,0,0,a,0,0
96906,355,355,1,06/07/2015,1243,1,0,0,0,10039
579016,494,494,2,24/06/2014,1030,1,0,0,0,6453
129522,983,983,7,24/05/2015,0,0,0,0,0,0
707700,188,188,2,28/04/2015,517,1,1,0,0,7075
183045,377,377,6,17/01/2015,920,1,0,0,0,7194
553782,405,405,2,29/04/2014,619,1,1,0,0,6393
159769,671,671,7,17/05/2015,0,0,0,0,0,0
687497,310,310,3,11/12/2013,695,1,0,0,0,8334
76160,583,583,7,28/04/2013,0,0,0,0,0,0
6992,149,149,3,19/06/2013,486,1,1,0,0,5254
90441,157,157,4,17/01/2013,831,1,0,0,0,7319
128474,606,606,4,25/09/2014,495,1,0,0,0,4334
346495,903,903,7,23/02/2014,0,0,0,0,0,0
58305,829,829,6,29/03/2014,795,1,0,0,0,5033
450281,1015,1015,5,11/04/2014,489,1,0,0,0,5775
534013,330,330,6,01/06/2013,508,1,0,0,0,4620
291570,235,235,2,28/04/2015,545,1,1,0,0,6694
283721,1033,1033,2,03/12/2013,1752,1,1,0,0,21442
405603,922,922,1,23/03/2015,644,1,0,0,0,6120
206262,967,967,7,01/03/2015,0,0,0,0,0,0
680715,999,999,5,14/06/2013,727,1,0,0,0,9219
376706,249,249,3,07/08/2013,665,1,0,0,0,5570
416452,893,893,2,26/11/2013,855,1,0,0,0,6240
262609,233,233,2,14/05/2013,1165,1,1,0,0,10820
494703,188,188,4,25/04/2013,387,1,1,0,0,4504
352943,713,713,3,19/11/2014,1257,1,0,0,0,9510
215572,662,662,2,22/07/2014,566,1,0,0,0,5323
648229,693,693,5,25/10/2013,550,1,1,0,1,7840
557430,986,986,3,27/02/2013,1049,1,0,0,0,7362
236211,1101,1101,5,12/07/2013,916,1,0,0,1,8278
197785,388,388,2,12/03/2013,814,1,0,0,0,6310
241599,1021,1021,1,20/01/2014,963,1,1,0,0,9097
365089,496,496,6,16/02/2013,894,1,0,0,0,6964
355613,150,150,4,24/07/2014,672,1,0,0,1,6715
598048,1093,1093,6,02/11/2013,829,1,0,0,0,7823
615462,530,530,6,22/06/2013,805,1,0,0,0,4914
328506,850,850,5,17/04/2015,694,1,1,0,0,7205
62018,819,819,7,13/01/2013,0,0,0,0,0,0
703261,325,325,1,31/03/2014,762,1,1,0,0,8558
335495,722,722,5,11/01/2013,1587,1,1,0,0,9537
373952,368,368,1,26/01/2015,909,1,1,0,0,14474
685962,82,82,3,20/02/2013,877,1,1,0,0,10180
621668,588,588,7,15/06/2014,0,0,0,0,0,0
664725,614,614,2,12/11/2013,909,1,0,0,0,6125
616023,930,930,3,23/10/2013,1131,1,1,0,1,6688
71960,624,624,4,07/03/2013,820,1,1,0,0,7632
669910,734,734,2,04/03/2014,834,1,1,0,0,10643
138738,94,94,5,18/10/2013,587,1,0,0,0,5853
116954,852,852,3,06/05/2015,571,1,1,0,0,4655
562996,450,450,4,20/03/2014,1065,1,1,0,0,8600
67678,834,834,3,23/10/2013,675,1,1,0,0,6609
666195,776,776,7,17/11/2013,0,0,0,0,0,0
203242,690,690,6,02/02/2013,682,1,0,0,0,4879
97693,979,979,7,09/11/2014,0,0,0,0,0,0
230746,827,827,6,29/06/2013,1690,1,0,0,0,13669
607177,423,423,6,18/07/2015,1901,1,0,0,0,10330
25703,449,449,4,09/04/2015,1408,1,0,0,1,9830
361461,207,207,6,13/12/2014,1419,1,0,0,0,12134
539514,1046,1046,3,12/11/2014,673,1,1,0,0,8995
348599,92,92,6,19/01/2013,507,1,0,0,0,5032
321264,863,863,7,20/01/2013,0,0,0,0,0,0
261115,571,571,6,18/07/2015,681,1,0,0,0,9616
78951,20,20,6,10/05/2014,541,1,0,0,0,5249
277602,989,989,2,02/06/2015,662,1,1,0,1,6893
444346,888,888,2,11/06/2013,608,1,0,0,0,5594
237699,50,50,4,16/07/2015,375,1,1,0,0,5032
381424,92,92,1,13/01/2014,389,1,0,0,0,3146
468619,185,185,6,17/01/2015,544,1,0,0,0,6670
391010,1063,1063,5,05/07/2013,495,1,1,0,1,4068
692632,878,878,2,08/07/2014,686,1,0,0,0,6961
181139,45,45,4,02/05/2013,536,1,1,0,0,7032
81,820,820,6,23/11/2013,996,1,0,0,0,11234
587579,130,130,3,08/07/2015,535,1,0,0,0,4942
509459,768,768,7,30/06/2013,0,0,0,0,0,0
350903,225,225,1,14/07/2014,725,1,1,0,0,7811
659607,371,371,7,29/09/2013,0,0,0,0,0,0
333629,446,446,7,18/08/2013,0,0,0,0,0,0
643316,391,391,7,13/01/2013,0,0,0,0,0,0
262301,293,293,1,23/02/2015,728,1,0,0,0,4969
266255,884,884,4,10/10/2013,519,1,1,0,0,5306
687212,698,698,1,12/08/2013,2227,1,1,0,0,18671
70882,977,977,2,10/12/2013,485,1,0,0,0,4333
53993,1018,1018,5,27/09/2013,1335,1,1,0,0,11004
593467,111,111,7,13/01/2013,0,0,0,0,0,0
182723,738,738,3,11/06/2014,640,1,0,0,0,7752
163958,679,679,7,21/12/2014,0,0,0,0,0,0
269895,961,961,1,17/11/2014,615,1,0,0,0,4879
612343,341,341,1,30/09/2013,758,1,0,0,0,5695
112445,22,22,1,20/04/2015,488,1,0,0,0,3552
372432,1074,1074,1,27/05/2013,661,1,1,0,0,6777
273826,422,422,7,14/07/2013,0,0,0,0,0,0
605663,227,227,6,07/02/2015,421,1,0,0,0,4542
621559,861,861,1,14/10/2013,442,1,0,0,1,2645
523080,745,745,4,12/06/2014,726,1,0,0,0,7279
344984,564,564,6,25/05/2013,427,1,0,0,0,4440
476949,26,26,4,29/08/2013,593,1,1,0,0,7125
467668,1033,1033,7,11/01/2015,0,0,0,0,0,0
22366,83,83,5,03/05/2013,385,1,1,0,0,4427
423623,841,841,4,05/06/2014,490,1,1,0,0,3482
654531,826,826,2,24/12/2013,702,1,0,0,1,7754
608410,806,806,5,27/12/2013,562,1,0,0,1,6939
234741,450,450,4,14/08/2014,1171,1,0,0,1,8312
559382,590,590,5,18/07/2014,456,1,1,0,0,5849
537504,573,573,4,26/12/2013,0,0,0,c,1,0
149469,191,191,7,09/06/2013,0,0,0,0,0,0
107882,831,831,5,13/06/2014,1386,1,0,0,0,10750
449870,173,173,6,09/03/2013,781,1,0,0,0,5965
130058,78,78,2,27/05/2014,418,1,0,0,0,3152
635220,470,470,2,12/08/2014,1533,1,0,0,1,10050
307270,555,555,5,11/04/2014,391,1,0,0,0,3695
122157,483,483,3,03/04/2013,683,1,0,0,0,4750
506561,924,924,7,12/10/2014,0,0,0,0,0,0
700385,552,552,4,18/07/2013,685,1,1,0,1,7990
130433,622,622,2,28/04/2015,432,1,1,0,0,4675
355862,1048,1048,2,02/06/2015,639,1,1,0,0,9860
640100,268,268,2,13/01/2015,533,1,1,0,0,4626
567782,478,478,7,07/06/2015,0,0,0,0,0,0
217172,793,793,4,26/03/2015,343,1,0,0,0,3363
378760,262,262,4,02/05/2013,4491,1,1,0,1,25478
464688,533,533,3,07/05/2014,929,1,1,0,0,10916
390187,1083,1083,1,16/02/2015,433,1,1,0,0,6739
252948,322,322,6,26/07/2014,208,1,0,0,0,1564
491138,107,107,7,28/07/2013,0,0,0,0,1,0
555295,872,872,7,01/12/2013,0,0,0,0,0,0
357760,691,691,4,13/03/2014,509,1,0,0,0,6185
510023,86,86,1,22/12/2014,955,1,0,0,1,7447
180615,427,427,5,20/02/2015,740,1,1,0,1,7313
115927,57,57,6,30/05/2015,771,1,0,0,0,8666
678484,316,316,2,31/03/2015,1041,1,1,0,1,14174
60864,1100,1100,2,30/07/2013,881,1,1,0,1,8280
337222,752,752,2,29/10/2013,366,1,0,0,1,3874
451863,501,501,2,25/06/2013,496,1,0,0,0,4098
490042,252,252,5,13/06/2014,724,1,0,0,0,9212
129034,295,295,2,05/02/2013,638,1,1,0,0,5200
459808,485,485,4,11/07/2013,362,1,0,0,0,3983
664558,1086,1086,5,14/02/2014,756,1,0,0,0,6098
621363,461,461,1,14/01/2013,451,1,0,0,0,4252
467021,764,764,3,13/05/2015,531,1,0,0,0,4640
360997,45,45,1,24/03/2014,363,1,0,0,0,3981
555414,874,874,1,24/06/2013,494,1,0,0,0,3891
561583,384,384,3,31/07/2013,1189,1,1,0,1,11566
198608,64,64,3,27/02/2013,563,1,0,0,0,6834
584231,403,403,1,23/12/2013,1491,1,0,0,1,13555
699823,923,923,6,03/05/2014,522,1,0,0,0,4717
198896,1089,1089,3,16/04/2014,1187,1,1,0,1,12222
196041,596,596,4,15/08/2013,780,1,1,0,0,4447
598137,748,748,4,21/08/2014,483,1,1,0,0,5472
65625,409,409,4,26/02/2015,600,1,0,0,0,6507
95660,233,233,4,18/04/2013,951,1,0,0,0,7489
165205,920,920,3,25/03/2015,563,1,0,0,0,5199
122720,206,206,2,21/01/2014,821,1,1,0,0,7874
558581,873,873,4,30/01/2014,432,1,0,0,0,3589
50298,52,52,6,23/05/2015,471,1,0,0,0,6311
390699,624,624,7,12/10/2014,0,0,0,0,0,0
703996,991,991,3,02/04/2014,471,1,1,0,0,4874
189087,398,398,5,27/12/2013,642,1,0,0,1,5457
688353,332,332,5,10/05/2013,534,1,0,0,1,3922
145167,565,565,6,16/08/2014,698,1,0,0,0,5107
385764,451,451,5,10/01/2014,516,1,1,0,1,6456
557814,938,938,7,01/06/2014,0,0,0,0,0,0
150244,891,891,5,07/06/2013,1187,1,1,0,0,8196
423652,981,981,1,21/10/2013,883,1,1,0,1,8583
39243,910,910,1,01/09/2014,805,1,1,0,1,8766
182957,757,757,5,07/03/2014,570,1,1,0,0,7282
380990,113,113,5,28/06/2013,742,1,0,0,0,8296
451192,617,617,7,10/08/2014,0,0,0,0,0,0
174520,783,783,1,29/06/2015,761,1,1,0,0,9037
692414,1082,1082,5,11/07/2014,893,1,0,0,0,5480
111851,1029,1029,1,09/12/2013,905,1,0,0,0,6292
110329,40,40,5,05/06/2015,651,1,1,0,0,5101
204464,1052,1052,1,15/04/2013,707,1,0,0,0,5475
355817,59,59,5,19/04/2013,555,1,0,0,0,4777
471989,358,358,3,27/02/2013,956,1,0,0,0,7764
171275,22,22,5,15/11/2013,521,1,0,0,0,4423
297065,33,33,6,27/12/2014,821,1,0,0,0,7985
664798,846,846,2,01/01/2013,0,0,0,a,1,0
424184,1084,1084,1,20/04/2015,857,1,0,0,0,6138
489856,340,340,5,13/02/2015,738,1,0,0,0,6029
252469,780,780,3,15/07/2015,788,1,1,0,1,7693
531369,869,869,2,30/09/2014,1232,1,1,0,0,10652
400622,266,266,1,09/02/2015,453,1,0,0,1,3570
659500,448,448,6,20/07/2013,487,1,0,0,0,5922
626584,212,212,2,19/02/2013,497,1,1,0,0,5480
686565,902,902,4,04/07/2013,646,1,1,0,0,5130
667353,872,872,6,21/03/2015,605,1,0,0,0,6941
436762,438,438,5,20/02/2015,603,1,1,0,1,6035
310188,438,438,1,17/06/2013,635,1,1,0,0,6458
600910,309,309,6,14/09/2013,523,1,0,0,0,5356
24371,728,728,7,29/06/2014,0,0,0,0,0,0
486149,694,694,4,07/05/2015,765,1,1,0,0,8745
676272,432,432,1,29/04/2013,1860,1,1,0,0,14405
463773,194,194,7,27/01/2013,0,0,0,0,0,0
140484,248,248,3,15/05/2013,1051,1,1,0,0,7208
271352,1010,1010,3,23/07/2014,595,1,0,0,1,6829
65777,366,366,4,04/07/2013,695,1,1,0,0,7167
458876,289,289,7,24/05/2015,0,0,0,0,0,0
377329,718,718,4,26/06/2014,664,1,0,0,0,5386
258015,21,21,2,13/05/2014,406,1,0,0,0,3928
261481,746,746,3,11/12/2013,441,1,0,0,0,5166
499396,531,531,2,26/11/2013,683,1,0,0,0,5697
181421,973,973,3,28/05/2014,808,1,0,0,0,6249
17800,881,881,4,03/10/2013,0,0,0,a,0,0
473165,827,827,5,22/02/2013,1166,1,1,0,0,9743
61645,561,561,2,18/03/2014,769,1,1,0,0,8247
495121,1052,1052,7,01/09/2013,0,0,0,0,0,0
282365,897,897,7,28/09/2014,0,0,0,0,0,0
11411,847,847,7,24/03/2013,0,0,0,0,0,0
5211,1040,1040,3,10/04/2013,887,1,1,0,0,8758
512757,357,357,3,05/11/2014,1114,1,1,0,0,8961
486184,949,949,1,01/06/2015,667,1,1,0,0,9502
421973,949,949,2,15/04/2014,625,1,1,0,1,7628
254422,762,762,3,29/10/2014,343,1,0,0,1,3176
606255,122,122,6,19/07/2014,1032,1,0,0,0,7759
559891,607,607,5,09/08/2013,421,1,0,0,1,3385
643515,1115,1115,1,23/09/2013,475,1,1,0,0,6873
99061,807,807,3,20/05/2015,983,1,1,0,0,10236
116436,420,420,7,15/12/2013,0,0,0,0,0,0
524429,184,184,4,26/06/2014,467,1,0,0,0,4556
515822,248,248,7,10/05/2015,0,0,0,0,0,0
596576,696,696,2,16/06/2015,1156,1,1,0,0,9969
303986,179,179,4,26/09/2013,828,1,1,0,0,5931
19633,1056,1056,5,30/01/2015,461,1,1,0,0,5460
573654,570,570,7,15/02/2015,0,0,0,0,0,0
392299,749,749,2,23/09/2014,616,1,0,0,0,4487
46472,1091,1091,3,05/06/2013,690,1,1,0,0,8301
244597,638,638,1,17/03/2014,551,1,1,0,0,7020
691714,107,107,7,07/07/2013,0,0,0,0,1,0
636798,414,414,3,12/03/2014,356,1,0,0,0,4620
689976,720,720,4,07/11/2013,723,1,1,0,0,7514
587379,901,901,3,08/07/2015,562,1,0,0,0,5929
694618,519,519,6,03/01/2015,593,1,0,0,0,4987
542285,32,32,2,15/01/2013,463,1,0,0,0,3454
326094,437,437,7,02/02/2014,0,0,0,0,0,0
36456,565,565,4,07/05/2015,878,1,1,0,0,8029
376121,446,446,1,20/07/2015,510,1,0,0,1,3853
663090,662,662,1,25/03/2013,1069,1,1,0,1,11956
226775,84,84,6,22/06/2013,1213,1,0,0,0,10262
603857,795,795,5,23/05/2014,431,1,1,0,0,4348
423744,597,597,4,28/05/2015,673,1,0,0,0,5197
649982,688,688,4,09/01/2014,437,1,1,0,0,4124
282333,843,843,2,03/09/2013,976,1,0,0,0,7744
94177,973,973,6,23/03/2013,508,1,0,0,0,4099
617477,130,130,3,11/06/2014,606,1,0,0,0,5147
186370,906,906,7,27/10/2013,0,0,0,0,0,0
644196,321,321,4,06/03/2014,641,1,1,0,0,7046
539235,705,705,4,31/01/2013,1198,1,0,0,0,9836
547671,188,188,3,11/03/2015,347,1,0,0,0,3410
97573,1096,1096,1,06/10/2014,873,1,1,0,1,8822
218962,433,433,4,08/05/2014,694,1,1,0,0,5757
523630,641,641,6,07/03/2015,338,1,0,0,0,3351
336026,63,63,1,29/04/2013,706,1,1,0,0,7775
334431,267,267,3,04/06/2014,908,1,1,0,0,8267
348031,762,762,6,11/10/2014,456,1,0,0,0,4031
26599,1023,1023,4,26/02/2015,458,1,0,0,0,4131
279585,542,542,1,23/09/2013,675,1,1,0,0,8143
113609,334,334,6,30/03/2013,762,1,0,0,0,6509
180356,514,514,3,21/05/2014,591,1,1,0,0,5484
451893,237,237,7,05/01/2014,0,0,0,0,0,0
647543,5,5,4,25/06/2015,472,1,0,0,0,3325
526422,676,676,2,27/01/2015,1752,1,1,0,0,8221
486377,124,124,5,01/02/2013,625,1,0,0,0,5838
96382,295,295,4,26/12/2013,0,0,0,c,1,0
59639,113,113,3,27/05/2015,574,1,0,0,1,5869
365517,456,456,6,29/11/2014,979,1,0,0,0,7006
26840,1088,1088,4,26/06/2014,502,1,0,0,0,5060
667101,895,895,5,02/01/2015,828,1,0,0,1,9152
358987,604,604,4,08/01/2015,601,1,1,0,0,8931
448126,867,867,5,05/12/2014,644,1,1,0,0,8059
207009,1023,1023,7,07/09/2014,0,0,0,0,0,0
416467,1026,1026,6,06/07/2013,1252,1,0,0,0,7891
9190,1005,1005,2,12/11/2013,776,1,0,0,0,4566
147871,912,912,1,24/11/2014,876,1,1,0,0,7233
412653,64,64,1,30/12/2013,1148,1,0,0,1,13881
375669,125,125,2,19/11/2013,1811,1,1,0,0,14608
548131,499,499,4,07/02/2013,693,1,1,0,0,4590
324497,1114,1114,2,12/03/2013,2630,1,0,0,1,15695
28578,659,659,5,13/02/2015,591,1,0,0,0,4536
573859,584,584,5,04/04/2014,439,1,1,0,0,5199
369290,142,142,6,11/05/2013,485,1,0,0,0,3700
647068,274,274,2,23/12/2014,1008,1,0,0,1,4389
421639,739,739,2,24/03/2015,611,1,0,0,0,6480
629041,541,541,7,03/11/2013,0,0,0,0,0,0
651513,260,260,3,02/01/2013,957,1,0,0,1,6799
619390,173,173,6,21/09/2013,861,1,0,0,0,6641
573054,929,929,3,27/02/2013,665,1,0,0,0,4651
556257,193,193,4,12/09/2013,681,1,1,0,0,4808
430851,240,240,7,15/02/2015,0,0,0,0,0,0
563110,3,3,2,04/02/2014,914,1,1,0,0,10084
185092,1100,1100,4,25/06/2015,537,1,0,0,0,4188
227227,535,535,5,08/05/2015,1051,1,1,0,0,9384
128459,942,942,2,14/07/2015,493,1,1,0,0,7387
51293,907,907,3,14/08/2013,776,1,1,0,1,5819
3738,990,990,6,30/03/2013,862,1,0,0,0,8719
697610,742,742,2,16/04/2013,668,1,0,0,0,5360
638829,868,868,4,30/04/2015,802,1,1,0,0,12281
384694,366,366,6,01/02/2014,357,1,0,0,0,3850
50857,863,863,5,14/02/2014,1077,1,0,0,0,8099
620240,691,691,7,06/01/2013,0,0,0,0,0,0
395892,85,85,1,14/01/2013,842,1,0,0,0,5616
335527,615,615,3,02/01/2013,1363,1,0,0,1,9979
308853,332,332,2,24/09/2013,591,1,1,0,0,4523
41977,136,136,7,19/04/2015,0,0,0,0,0,0
635180,765,765,7,14/04/2013,0,0,0,0,0,0
225218,380,380,5,22/08/2014,1419,1,1,0,0,15833
704823,225,225,7,05/05/2013,0,0,0,0,0,0
346727,254,254,6,26/04/2014,340,1,0,0,0,4273
288181,579,579,3,03/06/2015,990,1,1,0,0,10148
426277,387,387,2,09/09/2014,1090,1,0,0,0,7888
368603,459,459,2,10/03/2015,1042,1,0,0,0,7147
362061,1033,1033,3,10/09/2014,1127,1,0,0,0,10933
185080,455,455,6,06/12/2014,717,1,0,0,0,13514
78339,312,312,5,28/06/2013,576,1,0,0,0,5837
239223,784,784,5,12/12/2014,705,1,0,0,0,6043
427776,454,454,7,13/07/2014,0,0,0,0,0,0
219285,645,645,5,22/03/2013,1519,1,1,0,0,11732
278210,931,931,6,28/12/2013,301,1,0,0,0,2676
65921,603,603,5,03/07/2015,904,1,1,0,0,6517
18095,917,917,7,28/06/2015,0,0,0,0,0,0
273773,840,840,3,14/01/2015,1077,1,1,0,0,7897
294288,752,752,6,26/04/2014,285,1,0,0,0,3073
87229,1043,1043,7,25/08/2013,0,0,0,0,0,0
144958,111,111,2,27/05/2014,507,1,0,0,0,5065
548195,394,394,3,09/10/2013,635,1,1,0,0,7878
494416,608,608,7,05/05/2013,0,0,0,0,0,0
27834,765,765,6,20/06/2015,535,1,0,0,0,6550
326822,191,191,2,25/03/2014,546,1,0,0,0,4762
145325,106,106,1,09/12/2013,866,1,0,0,0,9202
571743,935,935,2,26/11/2013,619,1,0,0,0,5996
110779,734,734,7,29/03/2015,0,0,0,0,0,0
516,154,154,3,08/04/2015,672,1,0,0,1,7439
683770,21,21,4,22/05/2014,514,1,1,0,0,5271
297018,1002,1002,7,19/01/2014,0,0,0,0,0,0
17702,162,162,6,01/06/2013,604,1,0,0,0,7952
361144,1008,1008,3,19/11/2014,657,1,0,0,0,4684
660437,455,455,1,09/03/2015,411,1,0,0,0,6463
208185,1058,1058,1,11/08/2014,684,1,0,0,1,5834
638353,654,654,3,27/02/2013,694,1,0,0,0,5798
28265,189,189,1,30/09/2013,879,1,0,0,0,8780
414902,379,379,5,06/06/2014,541,1,1,0,0,4747
167039,38,38,3,19/06/2013,480,1,1,0,0,5245
607699,717,717,2,08/10/2013,635,1,1,0,0,6314
645146,1076,1076,2,05/03/2013,619,1,1,0,0,3945
318302,361,361,6,27/04/2013,729,1,0,0,0,6513
214676,581,581,7,27/04/2014,0,0,0,0,0,0
372922,969,969,6,15/02/2014,431,1,0,0,0,2308
157272,18,18,7,03/02/2013,0,0,0,0,0,0
75902,195,195,7,21/09/2014,0,0,0,0,0,0
623892,1048,1048,2,20/08/2013,385,1,0,0,0,4131
359435,758,758,7,03/08/2014,0,0,0,0,0,0
304545,890,890,4,04/06/2015,0,0,1,a,1,0
132141,1114,1114,7,04/05/2014,0,0,0,0,0,0
20151,279,279,1,09/12/2013,560,1,0,0,0,7156
99909,683,683,3,07/01/2015,899,1,1,0,0,9154
344577,58,58,6,23/05/2015,581,1,0,0,0,7090
112812,434,434,4,28/02/2013,657,1,0,0,0,8234
351800,670,670,3,01/01/2014,0,0,0,a,1,0
709765,303,303,4,13/03/2014,600,1,0,0,0,4639
241447,447,447,7,23/03/2014,0,0,0,0,0,0
650116,115,115,7,31/05/2015,0,0,0,0,0,0
363045,125,125,4,12/02/2015,1518,1,0,0,0,10992
687730,1070,1070,1,20/07/2015,873,1,0,0,0,7039
685647,719,719,1,18/03/2013,440,1,1,0,0,5400
662814,658,658,3,24/06/2015,555,1,0,0,0,4940
599783,69,69,1,03/06/2013,1389,1,1,0,0,12421
435780,265,265,3,08/10/2014,529,1,1,0,0,5431
328819,913,913,1,29/12/2014,1141,1,0,0,1,8167
220411,448,448,1,03/11/2014,1052,1,1,0,0,13859
688957,702,702,2,09/07/2013,281,1,0,0,0,3356
626077,182,182,4,29/08/2013,367,1,1,0,0,4322
704379,372,372,6,13/07/2013,740,1,0,0,0,8203
457750,34,34,4,04/07/2013,972,1,1,0,1,7940
73323,48,48,1,08/04/2013,616,1,1,0,0,5934
656764,53,53,6,31/01/2015,451,1,0,0,0,4774
137893,1091,1091,7,05/01/2014,0,0,0,0,0,0
60590,395,395,1,07/07/2014,607,1,0,0,1,4592
699060,1037,1037,6,23/03/2013,773,1,0,0,0,6098
19080,1073,1073,6,10/05/2014,717,1,0,0,0,5149
376219,979,979,6,16/08/2014,536,1,0,0,0,4781
250415,480,480,6,10/01/2015,318,1,0,0,0,2534
688592,1001,1001,6,17/01/2015,469,1,0,0,0,4140
238408,95,95,4,30/01/2014,762,1,0,0,0,6374
288419,532,532,6,02/03/2013,1209,1,0,0,0,10910
590957,930,930,6,30/08/2014,1787,1,0,0,0,11226
437974,1047,1047,6,24/08/2013,300,1,0,0,0,2725
552851,811,811,7,12/05/2013,0,0,0,0,0,0
337687,390,390,4,23/10/2014,1049,1,1,0,1,11306
619214,220,220,6,28/09/2013,485,1,0,0,0,3423
667845,697,697,6,19/07/2014,834,1,0,0,0,7870
556943,235,235,3,15/07/2015,466,1,1,0,0,5959
688123,1069,1069,2,28/04/2015,755,1,1,0,0,6889
154528,21,21,5,06/06/2014,598,1,1,0,0,6801
674930,699,699,6,10/05/2014,967,1,0,0,0,8368
86024,735,735,4,25/07/2013,394,1,0,0,1,3779
354569,632,632,3,12/02/2014,798,1,0,0,0,5371
152447,442,442,1,03/06/2013,495,1,1,0,0,4986
293255,595,595,7,20/04/2014,0,0,0,0,0,0
257793,1106,1106,5,06/02/2015,631,1,1,0,0,5520
130304,386,386,3,13/05/2015,645,1,0,0,0,7164
391243,632,632,5,24/07/2015,827,1,0,0,1,6537
121789,310,310,5,17/10/2014,621,1,0,0,1,6953
196200,726,726,1,13/05/2013,1476,1,1,0,0,16053
111506,673,673,3,11/12/2013,532,1,0,0,0,6204
10931,598,598,7,15/06/2014,0,0,0,0,0,0
132906,252,252,1,18/03/2013,1137,1,1,0,0,16313
281530,700,700,4,19/09/2013,533,1,0,0,0,3942
546666,303,303,3,17/09/2014,697,1,1,0,0,6798
412854,760,760,7,03/02/2013,0,0,0,0,0,0
529707,706,706,3,13/02/2013,418,1,0,0,1,4488
453629,667,667,2,08/01/2013,828,1,1,0,0,9749
365895,339,339,6,24/08/2013,587,1,0,0,0,4120
104937,258,258,4,08/05/2014,496,1,1,0,0,5720
84776,458,458,6,18/05/2013,904,1,0,0,0,8785
27918,1076,1076,4,18/06/2015,602,1,1,0,0,4125
478825,871,871,2,07/07/2015,405,1,0,0,0,4935
376162,817,817,3,12/06/2013,4072,1,0,0,0,24783
258990,458,458,1,20/01/2014,758,1,1,0,0,8839
450201,185,185,1,09/06/2014,0,0,0,a,0,0
232797,934,934,4,26/02/2015,610,1,0,0,0,5055
518895,718,718,5,06/09/2013,775,1,0,0,0,6351
518060,519,519,7,05/04/2015,0,0,0,0,0,0
261293,337,337,5,26/06/2015,393,1,0,0,0,5138
554760,535,535,1,30/09/2013,968,1,0,0,0,8107
370548,19,19,5,05/07/2013,630,1,1,0,0,6474
88788,592,592,7,09/03/2014,0,0,0,0,0,0
567632,645,645,3,21/08/2013,1026,1,0,0,1,7296
187548,740,740,2,16/12/2014,617,1,1,0,0,11163
109290,1107,1107,3,18/12/2013,803,1,1,0,0,9406
110914,51,51,5,14/06/2013,551,1,0,0,0,7050
2471,689,689,7,08/09/2013,0,0,0,0,0,0
54364,301,301,1,24/02/2014,533,1,0,0,0,4243
637046,185,185,3,12/03/2014,384,1,0,0,0,4210
481598,1092,1092,7,03/02/2013,0,0,0,0,0,0
662557,1007,1007,7,25/05/2014,0,0,0,0,0,0
503030,1039,1039,2,03/12/2013,1333,1,1,0,0,11793
340029,821,821,5,05/12/2014,1005,1,1,0,0,9687
379113,297,297,6,15/03/2014,533,1,0,0,0,5202
642147,1014,1014,3,16/07/2014,1418,1,1,0,1,13407
101650,461,461,2,22/04/2014,404,1,0,0,1,3963
169857,1081,1081,5,28/02/2014,997,1,0,0,0,5864
